locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
LDZ24_RS03715	hypothetical protein	WP_248321658.1					-	HNH endonuclease	-	-	-	-	-	-
LDZ24_RS03725	prolyl oligopeptidase family protein	WP_248321660.1					-	Prolyl oligopeptidase	ko:K01322	-	ko00000,ko00001,ko01000,ko01002	-	-	Peptidase_S9,Peptidase_S9_N
LDZ24_RS03765	porin	WP_248322264.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	-	-	-	-	-	Porin_4
LDZ24_RS03770	porin	WP_248321667.1					-	Gram-negative porin	-	-	-	-	-	Porin_4
LDZ24_RS03795	group II intron reverse transcriptase/maturase	WP_371747385.1	RNA-directed DNA polymerase activity|0003964||IEA	Group II intron splicing|0000373||IEA		ltrA	-	DNA polymerase	ko:K00986	-	ko00000,ko01000	-	-	GIIM,Intron_maturas2,RVT_1
LDZ24_RS03800	periplasmic heavy metal sensor	WP_248321671.1					-	Heavy-metal resistance	-	-	-	-	-	LTXXQ,Metal_resist
LDZ24_RS03810	ATP-binding protein	WP_248321672.1					-	HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain	ko:K07638	M00445,M00742,M00743	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	HAMP,HATPase_c,HisKA
LDZ24_RS03815	hypothetical protein	WP_175939818.1					-	-	-	-	-	-	-	-
LDZ24_RS03820	diguanylate cyclase	WP_248321673.1	cyclase activity|0009975||IEA	regulation of signal transduction|0009966||IEA			-	Diguanylate cyclase	-	-	-	-	-	GGDEF,dCache_1
LDZ24_RS03835	hypothetical protein	WP_371747406.1					-	-	-	-	-	-	-	-
LDZ24_RS03840	hypothetical protein	WP_248321676.1					-	-	-	-	-	-	-	-
LDZ24_RS03850	hypothetical protein	WP_248321677.1					-	-	-	-	-	-	-	-
LDZ24_RS03855	YqjD family protein	WP_248321678.1	ribosome binding|0043022||IEA		plasma membrane|0005886||IEA		-	Bacterial protein of unknown function (DUF883)	-	-	-	-	-	DUF883
LDZ24_RS03860	hypothetical protein	WP_248321679.1					-	-	-	-	-	-	-	-
LDZ24_RS03875	hypothetical protein	WP_175939828.1					-	-	-	-	-	-	-	-
LDZ24_RS03885	chemotaxis protein	WP_175939830.1					-	-	-	-	-	-	-	-
LDZ24_RS03890	YihY/virulence factor BrkB family protein	WP_248321682.1			membrane|0016020||IEA		-	Virulence factor BrkB	ko:K07058	-	ko00000	-	-	Virul_fac_BrkB
LDZ24_RS03900	BON domain-containing protein	WP_248321683.1					-	SMART Transport-associated and nodulation region	ko:K04065	-	ko00000	-	-	BON
LDZ24_RS03905	hypothetical protein	WP_244848233.1					-	-	-	-	-	-	-	-
LDZ24_RS03910	PA2169 family four-helix-bundle protein	WP_175939835.1					-	Domain of unknown function (DUF2383)	-	-	-	-	-	DUF2383
LDZ24_RS03915	hypothetical protein	WP_248321684.1					-	-	-	-	-	-	-	-
LDZ24_RS03920	hypothetical protein	WP_248321685.1					-	-	-	-	-	-	-	Gly-zipper_Omp
LDZ24_RS03925	DUF1488 domain-containing protein	WP_248321686.1					-	Protein of unknown function (DUF1488)	-	-	-	-	-	DUF1488
LDZ24_RS03930	DUF4142 domain-containing protein	WP_248321687.1					-	Domain of unknown function (DUF4142)	ko:K08995	-	ko00000	-	-	DUF4142
LDZ24_RS03950	hypothetical protein	WP_244848240.1					-	-	-	-	-	-	-	-
LDZ24_RS03955	TetR family transcriptional regulator	WP_248321690.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein TetR	-	-	-	-	-	TetR_N
LDZ24_RS03975	hypothetical protein	WP_248321694.1					-	-	-	-	-	-	-	-
LDZ24_RS03985	SDR family oxidoreductase	WP_248321696.1					-	NmrA family	-	-	-	-	-	NmrA
LDZ24_RS03990	LysR family transcriptional regulator	WP_248321697.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	transcriptional Regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS03995	cupin domain-containing protein	WP_371747386.1					-	PFAM Cupin 2 conserved barrel domain protein	-	-	-	-	-	Cupin_2
LDZ24_RS04000	histidine kinase famiy protein	WP_256465382.1					-	PAS fold	-	-	-	-	-	HATPase_c,HisKA,PAS_3,PAS_9,Response_reg
LDZ24_RS04005	alpha/beta fold hydrolase	WP_248321700.1					-	Thioesterase domain	-	-	-	-	-	Abhydrolase_1,DUF4440,SnoaL_2
LDZ24_RS04010	LysR family transcriptional regulator	WP_248321701.1	DNA-binding transcription activator activity|0001216||IEA				-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS04015	hypothetical protein	WP_248321703.1					-	-	-	-	-	-	-	-
LDZ24_RS04020	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	WP_248321705.1	2-polyprenyl-6-hydroxyphenol methylase activity|0102208||IEA	methylation|0032259||IEA			-	Methyltransferase type 11	-	-	-	-	-	Methyltransf_25
LDZ24_RS04025	rubredoxin	WP_159835653.1					-	PFAM Rubredoxin-type Fe(Cys)4 protein	-	-	-	-	-	Rubredoxin
LDZ24_RS04030	DUF4399 domain-containing protein	WP_248321706.1					-	Domain of unknown function (DUF4399)	-	-	-	-	-	DUF4399
LDZ24_RS04050	CopD family protein	WP_248321707.1			membrane|0016020||IEA		-	Copper resistance protein D	-	-	-	-	-	CopD
LDZ24_RS04055	EAL domain-containing protein	WP_248321708.1					-	GGDEF domain containing protein	-	-	-	-	-	EAL,GGDEF,dCache_1
LDZ24_RS04060	PhzF family phenazine biosynthesis protein	WP_248321710.1	isomerase activity|0016853||IEA	biosynthetic process|0009058||IEA	cytoplasm|0005737||IEA		-	phenazine biosynthesis protein PhzF family	ko:K06998	M00835	ko00000,ko00001,ko00002,ko01000	-	-	PhzC-PhzF
LDZ24_RS04065	RidA family protein	WP_248321711.1					-	endoribonuclease L-PSP	-	-	-	-	-	YjgF_endoribonc
LDZ24_RS04075	DMT family transporter	WP_248321713.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	EamA-like transporter family	-	-	-	-	-	EamA
LDZ24_RS04085	PLP-dependent aminotransferase family protein	WP_248321716.1	pyridoxal phosphate binding|0030170||IEA				-	Regulatory protein GntR HTH	-	-	-	-	-	Aminotran_1_2,GntR
LDZ24_RS04100	hypothetical protein	WP_248321722.1					-	-	-	-	-	-	-	-
LDZ24_RS04110	DNA-deoxyinosine glycosylase	WP_248321724.1	DNA-deoxyinosine glycosylase activity|0033958||IEA	base-excision repair, AP site formation|0006285||IEA			-	glycosylase	ko:K03649	-	ko00000,ko00001,ko01000,ko03400	-	-	UDG
LDZ24_RS04120	DUF3311 domain-containing protein	WP_175939874.1					-	Protein of unknown function (DUF3311)	-	-	-	-	-	DUF3311
LDZ24_RS04130	FUSC family protein	WP_248321727.1	transmembrane transporter activity|0022857||IEA				-	Fusaric acid resistance protein-like	-	-	-	-	-	FUSC,FUSC_2
LDZ24_RS04145	energy transducer TonB	WP_248321729.1			membrane|0016020||IEA		-	-	-	-	-	-	-	-
LDZ24_RS04155	VWA domain-containing protein	WP_248321731.1					-	VWA containing CoxE family protein	ko:K09989	-	ko00000	-	-	VWA_CoxE
LDZ24_RS04160	GNAT family N-acetyltransferase	WP_206467854.1	acyltransferase activity|0016746||IEA				-	Acetyltransferase (GNAT) domain	-	-	-	-	-	Acetyltransf_3
LDZ24_RS04165	MoxR family ATPase	WP_175939882.1	ATP hydrolysis activity|0016887||IEA				-	ATPase associated with various cellular activities, AAA_5	-	-	-	-	-	AAA,AAA_5
LDZ24_RS04170	c-type cytochrome	WP_175939883.1					-	Cytochrome c class	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
LDZ24_RS04175	c-type cytochrome	WP_248321732.1					-	PFAM cytochrome c, class I	-	-	-	-	-	Cytochrom_C
LDZ24_RS04180	DUF1841 family protein	WP_248321734.1					-	Domain of unknown function (DUF1841)	-	-	-	-	-	DUF1841
LDZ24_RS04190	electron transport complex subunit RsxB	WP_248321737.1	iron-sulfur cluster binding|0051536||IEA	electron transport chain|0022900||IEA		rsxB	-	Part of a membrane complex involved in electron transport	ko:K03616	-	ko00000	-	-	FeS,Fer4_21
LDZ24_RS04195	TetR family transcriptional regulator	WP_244848279.1	DNA binding|0003677||IEA				-	PFAM regulatory protein TetR	-	-	-	-	-	TetR_C_9,TetR_N
LDZ24_RS04200	polyhydroxyalkanoate depolymerase	WP_248321738.1					-	PFAM PHB de-polymerase domain protein	ko:K05973	-	ko00000,ko00001,ko01000	-	-	PHB_depo_C
LDZ24_RS04205	glycoside hydrolase family 15 protein	WP_248321740.1					-	PFAM glycoside hydrolase 15-related	-	-	-	-	-	Glyco_hydro_15
LDZ24_RS04215	hypothetical protein	WP_175939890.1					-	-	-	-	-	-	-	-
LDZ24_RS04220	DUF3096 domain-containing protein	WP_175939891.1					-	Protein of unknown function (DUF3096)	-	-	-	-	-	DUF3096
LDZ24_RS04230	antimicrobial peptide resistance and lipid A acylation PagP	WP_248321743.1					GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009279,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016409,GO:0016416,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044462,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	Transfers a palmitate residue from the sn-1 position of a phospholipid to the N-linked hydroxymyristate on the proximal unit of lipid A or its precursors	ko:K12973	M00724	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	OMP_b-brl,PagP
LDZ24_RS04245	META domain-containing protein	WP_371747388.1					-	META domain	-	-	-	-	-	META
LDZ24_RS04255	DUF6726 family protein	WP_175939897.1					-	-	-	-	-	-	-	-
LDZ24_RS04260	MliC family protein	WP_248321749.1					-	Membrane-bound lysozyme-inhibitor of c-type lysozyme	-	-	-	-	-	MliC
LDZ24_RS04275	sulfurtransferase	WP_175939901.1					-	Belongs to the UPF0176 family	ko:K07146	-	ko00000	-	-	Rhodanese
LDZ24_RS04285	glycosyltransferase family 4 protein	WP_248321756.1	glycosyltransferase activity|0016757||IEA				-	glycosyl transferase	-	-	-	-	-	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1
LDZ24_RS04295	glycosyltransferase family 2 protein	WP_371747389.1					-	glycosyl transferase family 2	-	-	-	-	-	Glycos_transf_2
LDZ24_RS04310	lipopolysaccharide heptosyltransferase I	WP_248321762.1	lipopolysaccharide heptosyltransferase activity|0008920||IEA	lipopolysaccharide core region biosynthetic process|0009244||IEA		waaC	-	PFAM glycosyl transferase family 9	ko:K02841	M00080	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT9	Glyco_transf_9
LDZ24_RS04330	ribosome silencing factor	WP_248321768.1	ribosome binding|0043022||IEA	negative regulation of translation|0017148||IEA		rsfS	-	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation	ko:K09710	-	ko00000,ko03009	-	-	RsfS
LDZ24_RS04380	SDR family oxidoreductase	WP_248321777.1					-	NmrA-like family	-	-	-	-	-	NAD_binding_10
LDZ24_RS04400	IclR family transcriptional regulator	WP_248321784.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K20329	-	ko00000,ko00001,ko03000	-	-	HTH_IclR,IclR
LDZ24_RS04405	hypothetical protein	WP_206467890.1					-	-	-	-	-	-	-	-
LDZ24_RS04410	hypothetical protein	WP_248321786.1					-	-	-	-	-	-	-	-
LDZ24_RS04420	cysteine dioxygenase family protein	WP_248321790.1					-	Cysteine dioxygenase type I	-	-	-	-	-	CDO_I
LDZ24_RS04430	hypothetical protein	WP_248321792.1					-	-	-	-	-	-	-	-
LDZ24_RS04435	FUSC family membrane protein	WP_248321794.1					-	FUSC-like inner membrane protein yccS	-	-	-	-	-	FUSC-like,FUSC_2
LDZ24_RS04440	exodeoxyribonuclease V subunit gamma	WP_248321797.1	exodeoxyribonuclease V activity|0008854||IEA	DNA recombination|0006310||IEA	exodeoxyribonuclease V complex|0009338||IEA	recC	-	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit recognizes the wild- type Chi sequence, and when added to isolated RecB increases its ATP-dependent helicase processivity	ko:K03583	-	ko00000,ko00001,ko01000,ko03400	-	-	Exonuc_V_gamma
LDZ24_RS04445	exodeoxyribonuclease V subunit beta	WP_248322272.1	exodeoxyribonuclease V activity|0008854||IEA	DNA recombination|0006310||IEA	exodeoxyribonuclease V complex|0009338||IEA	recB	-	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA	ko:K03582,ko:K16898	-	ko00000,ko00001,ko01000,ko03400	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
LDZ24_RS04450	AAA family ATPase	WP_248321798.1					-	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	ko:K03581	-	ko00000,ko00001,ko01000,ko03400	-	-	AAA_30,UvrD_C_2,Viral_helicase1
LDZ24_RS04460	DMT family transporter	WP_248321800.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	Drug metabolite transporter (DMT) superfamily	-	-	-	-	-	EamA
LDZ24_RS04480	glycine zipper 2TM domain-containing protein	WP_248321806.1			outer membrane|0019867||IEA		-	Glycine zipper 2TM domain	ko:K04062	-	ko00000	-	-	Rick_17kDa_Anti
LDZ24_RS04495	DUF4397 domain-containing protein	WP_248321811.1					-	Domain of unknown function (DUF4397)	-	-	-	-	-	DUF4397
LDZ24_RS04505	sensor histidine kinase	WP_248321813.1	ATP binding|0005524||IEA				-	Histidine kinase	ko:K05962	-	ko00000,ko01000	-	-	CHASE3,HATPase_c,HisKA_3
LDZ24_RS04510	DUF1328 domain-containing protein	WP_159835737.1					-	UPF0391 membrane protein	-	-	-	-	-	DUF1328
LDZ24_RS04515	DUF1328 domain-containing protein	WP_040048814.1					-	UPF0391 membrane protein	-	-	-	-	-	DUF1328
LDZ24_RS04530	response regulator	WP_248321815.1					-	Response regulator receiver	-	-	-	-	-	Response_reg
LDZ24_RS04535	MFS transporter	WP_248321817.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1,Sugar_tr
LDZ24_RS04540	hypothetical protein	WP_248321819.1					-	-	-	-	-	-	-	-
LDZ24_RS04545	hypothetical protein	WP_248321821.1					-	-	-	-	-	-	-	-
LDZ24_RS04555	TMEM175 family protein	WP_248321823.1		potassium ion transmembrane transport|0071805||IEA			-	Protein of unknown function (DUF1211)	-	-	-	-	-	DUF1211
LDZ24_RS04560	metallophosphoesterase family protein	WP_248321825.1	metal ion binding|0046872||IEA				-	Phosphoesterase	ko:K07095	-	ko00000	-	-	Metallophos_2
LDZ24_RS04585	beta-propeller fold lactonase family protein	WP_248322273.1					-	40-residue YVTN family beta-propeller repeat protein	-	-	-	-	-	Cytochrom_D1,Lactonase
LDZ24_RS04590	sterol desaturase family protein	WP_248321830.1	oxidoreductase activity|0016491||IEA	lipid metabolic process|0006629||IEA			-	Fatty acid hydroxylase	-	-	-	-	-	FA_hydroxylase
LDZ24_RS04595	EI24 domain-containing protein	WP_248321832.1					-	Etoposide-induced protein 2.4 (EI24)	-	-	-	-	-	EI24
LDZ24_RS04600	molybdopterin-binding protein	WP_248321834.1					-	PFAM molybdopterin binding domain	-	-	-	-	-	MoCF_biosynth
LDZ24_RS04605	copper homeostasis protein CutC	WP_248321835.1	copper ion binding|0005507||IEA	copper ion homeostasis|0055070||IEA			-	Participates in the control of copper homeostasis	ko:K06201	-	ko00000	-	-	CutC
LDZ24_RS04610	rhodanese-like domain-containing protein	WP_248321837.1					-	SMART Rhodanese domain protein	-	-	-	-	-	Rhodanese
LDZ24_RS04630	exodeoxyribonuclease III	WP_248321839.1	double-stranded DNA 3'-5' DNA exonuclease activity|0008311||IEA	DNA repair|0006281||IEA		xth	-	Exodeoxyribonuclease III	ko:K01142	-	ko00000,ko00001,ko01000,ko03400	-	-	Exo_endo_phos
LDZ24_RS04635	potassium-transporting ATPase subunit F	WP_175939976.1	P-type potassium transmembrane transporter activity|0008556||IEA	regulation of ATP-dependent activity|0043462||IEA	plasma membrane|0005886||IEA		-	F subunit of K+-transporting ATPase (Potass_KdpF)	-	-	-	-	-	Potass_KdpF
LDZ24_RS04675	DUF2950 domain-containing protein	WP_248321851.1					-	Protein of unknown function (DUF2950)	-	-	-	-	-	DUF2950
LDZ24_RS04680	DUF3300 domain-containing protein	WP_248322276.1					-	Protein of unknown function (DUF3300)	-	-	-	-	-	DUF3300
LDZ24_RS04685	oxygen response regulator transcription factor FixJ	WP_159835767.1				fixJ	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	response regulator	ko:K13041	M00514	ko00000,ko00001,ko00002,ko02022	-	-	GerE,Response_reg
LDZ24_RS04690	PAS domain S-box protein	WP_206467925.1				fixL	-	PFAM ATP-binding region, ATPase domain protein	-	-	-	-	-	HATPase_c,HisKA,PAS,PAS_4,PAS_8,PAS_9
LDZ24_RS04710	phasin family protein	WP_175939991.1					-	TIGRFAM phasin family protein	-	-	-	-	-	Phasin_2
LDZ24_RS04715	D-alanyl-D-alanine endopeptidase	WP_248321856.1	serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA	proteolysis|0006508||IEA		pbpG	-	Belongs to the peptidase S11 family	ko:K07262	-	ko00000,ko01000,ko01002,ko01011	-	-	Peptidase_S11
LDZ24_RS04735	hypothetical protein	WP_248321860.1					-	-	-	-	-	-	-	-
LDZ24_RS04740	hypothetical protein	WP_248321862.1					-	-	-	-	-	-	-	-
LDZ24_RS04760	cupredoxin domain-containing protein	WP_248321869.1					-	Cupredoxin-like domain	-	-	-	-	-	Cupredoxin_1
LDZ24_RS04770	4Fe-4S binding protein	WP_248322277.1					-	4Fe-4S binding domain	-	-	-	-	-	Fer4_5
LDZ24_RS04780	hemin uptake protein HemP	WP_248321874.1					-	Hemin uptake protein HemP	-	-	-	-	-	hemP
LDZ24_RS04785	SRPBCC family protein	WP_244848375.1	binding|0005488||IEA				-	Domain of unknown function (DUF1857)	-	-	-	-	-	DUF1857
LDZ24_RS04790	OsmC family protein	WP_248321875.1	peroxidase activity|0004601||IEA				-	PFAM OsmC family protein	ko:K07397	-	ko00000	-	-	OsmC
LDZ24_RS04795	pirin family protein	WP_248321877.1					-	Belongs to the pirin family	ko:K06911	-	ko00000	-	-	Pirin,Pirin_C
LDZ24_RS04800	LysR family transcriptional regulator	WP_248321878.1					-	Transcriptional regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS04820	bacterioferritin-associated ferredoxin	WP_244848381.1					-	PFAM BFD domain protein 2Fe-2S -binding domain protein	ko:K02192	-	ko00000	-	-	Fer2_BFD
LDZ24_RS04845	DMT family transporter	WP_248321889.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	Multidrug DMT transporter permease	-	-	-	-	-	EamA
LDZ24_RS04855	DUF4212 domain-containing protein	WP_248321893.1					-	solute symporter protein	-	-	-	-	-	DUF4212
LDZ24_RS04870	DUF3597 domain-containing protein	WP_248321896.1					-	Domain of unknown function (DUF3597)	-	-	-	-	-	DUF3597
LDZ24_RS04885	hypothetical protein	WP_248321901.1					-	-	-	-	-	-	-	-
LDZ24_RS04895	hypothetical protein	WP_248321904.1					-	-	-	-	-	-	-	-
LDZ24_RS04900	DUF2968 domain-containing protein	WP_248321906.1					-	Protein of unknown function (DUF2968)	-	-	-	-	-	DUF2968
LDZ24_RS04905	hypothetical protein	WP_371747392.1					-	-	-	-	-	-	-	-
LDZ24_RS04910	hypothetical protein	WP_248321907.1					-	-	-	-	-	-	-	-
LDZ24_RS04915	PRC-barrel domain-containing protein	WP_248321909.1					-	PFAM PRC-barrel domain protein	-	-	-	-	-	PRC
LDZ24_RS04920	ribonuclease HI family protein	WP_248321911.1	RNA binding|0003723||IEA				-	Reverse transcriptase-like	ko:K03469	-	ko00000,ko00001,ko01000,ko03032	-	-	RVT_3
LDZ24_RS04925	SDR family oxidoreductase	WP_248321913.1	oxidoreductase activity|0016491||IEA				-	short-chain dehydrogenase	-	-	-	-	-	adh_short
LDZ24_RS04935	LysE family translocator	WP_248321917.1					-	LysE type translocator	-	-	-	-	-	LysE
LDZ24_RS04955	2Fe-2S iron-sulfur cluster-binding protein	WP_371747393.1	iron-sulfur cluster binding|0051536||IEA				-	Ferredoxin	-	-	-	-	-	Fer2
LDZ24_RS04970	EAL domain-containing protein	WP_248321924.1		signal transduction|0007165||IEA			-	CSS motif domain associated with EAL	-	-	-	-	-	CSS-motif,EAL
LDZ24_RS04975	hypothetical protein	WP_206467959.1					-	-	-	-	-	-	-	-
LDZ24_RS04995	GlxA family transcriptional regulator	WP_248322280.1	DNA-binding transcription factor activity|0003700||IEA				-	PFAM helix-turn-helix- domain containing protein AraC type	ko:K21825	-	ko00000,ko03000	-	-	HTH_18
LDZ24_RS05035	type II toxin-antitoxin system death-on-curing family toxin	WP_248321940.1					-	Fic/DOC family	ko:K07341	-	ko00000,ko02048	-	-	Fic
LDZ24_RS05050	DUF1656 domain-containing protein	WP_206467971.1			membrane|0016020||IEA		-	Protein of unknown function (DUF1656)	-	-	-	-	-	DUF1656
LDZ24_RS05055	FUSC family protein	WP_248321944.1		transport|0006810||IEA	plasma membrane|0005886||IEA		-	Fusaric acid resistance protein	-	-	-	-	-	FUSC
LDZ24_RS05060	efflux transporter outer membrane subunit	WP_248321945.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	RND efflux system, outer membrane lipoprotein, NodT family	-	-	-	-	-	OEP
LDZ24_RS05065	LysR family transcriptional regulator	WP_175940054.1	DNA-binding transcription activator activity|0001216||IEA				-	transcriptional Regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
LDZ24_RS05080	metallophosphoesterase	WP_248321951.1	hydrolase activity|0016787||IEA				-	Calcineurin-like phosphoesterase superfamily domain	-	-	-	-	-	Metallophos,Metallophos_2
LDZ24_RS05085	FAD-binding oxidoreductase	WP_248321953.1	flavin adenine dinucleotide binding|0050660||IEA				-	PFAM FAD linked oxidase domain protein	ko:K00102	-	ko00000,ko00001,ko01000	-	-	FAD-oxidase_C,FAD_binding_4
LDZ24_RS05090	DUF2069 domain-containing protein	WP_248321954.1					-	Predicted membrane protein (DUF2069)	-	-	-	-	-	DUF2069
LDZ24_RS05100	YihY family inner membrane protein	WP_371747394.1			plasma membrane|0005886||IEA		-	UPF0761 membrane protein	ko:K07058	-	ko00000	-	-	Virul_fac_BrkB
LDZ24_RS05105	Mpo1-like protein	WP_175940062.1					-	membrane	-	-	-	-	-	DUF962
LDZ24_RS05110	alpha/beta fold hydrolase	WP_248321956.1					-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6,DLH,FSH1,Hydrolase_4
LDZ24_RS05115	O-acetylhomoserine aminocarboxypropyltransferase	WP_248321958.1					-	o-acetylhomoserine	ko:K01740	-	ko00000,ko00001,ko01000	-	-	Cys_Met_Meta_PP
LDZ24_RS05120	CBS domain-containing protein	WP_175940065.1					-	CBS domain containing protein	-	-	-	-	-	CBS
LDZ24_RS05125	MFS transporter	WP_248321959.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Glycerol acyltransferase	ko:K05939	-	ko00000,ko00001,ko01000	-	-	Acyltransferase,MFS_1
LDZ24_RS05135	electron transfer flavoprotein-ubiquinone oxidoreductase	WP_248321963.1	4 iron, 4 sulfur cluster binding|0051539||IEA	electron transport chain|0022900||IEA			-	electron transfer flavoprotein-ubiquinone oxidoreductase	ko:K00311	-	ko00000,ko01000	-	-	ETF_QO,FAD_binding_2,NAD_binding_8
LDZ24_RS05145	thioesterase family protein	WP_248321965.1					-	Thioesterase-like superfamily	ko:K07107	-	ko00000,ko01000	-	-	4HBT,4HBT_2
LDZ24_RS05150	LuxR C-terminal-related transcriptional regulator	WP_175940071.1		regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein LuxR	-	-	-	-	-	GerE,PAS_9
LDZ24_RS05165	alpha/beta fold hydrolase	WP_248321969.1					-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
