locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS08420	malonate decarboxylase subunit alpha	WP_244807414.1	decarboxylation-driven active transmembrane transporter activity|0015451||IEA	transport|0006810||IEA		mdcA	-	malonate decarboxylase alpha subunit	ko:K13929	-	ko00000,ko01000,ko02000	3.B.1.1.4	-	Mal_decarbox_Al
NCS66_RS08430	malonate decarboxylase subunit delta	WP_244807416.1					-	Malonate decarboxylase delta subunit	ko:K13931	-	ko00000,ko02000	3.B.1.1.4	-	ACP
NCS66_RS08565	outer membrane protein assembly factor BamC	WP_244807426.1				bamC	-	(Lipo)protein	ko:K07287	-	ko00000,ko02000	1.B.33.1	-	Lipoprotein_18
NCS66_RS08650	DNA internalization-related competence protein ComEC/Rec2	WP_244807431.1	transporter activity|0005215||IEA	DNA import into cell involved in transformation|0009290||IEA			-	Competence protein ComEC	ko:K02238	M00429	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	Competence,DUF4131,Lactamase_B
NCS66_RS08800	FtsX-like permease family protein	WP_284504608.1			membrane|0016020||IEA		-	abc transporter, permease	ko:K02004	M00258	ko00000,ko00002,ko02000	3.A.1	-	FtsX,MacB_PCD
NCS66_RS08815	cytochrome ubiquinol oxidase subunit I	WP_244807443.1	metal ion binding|0046872||IEA	aerobic electron transport chain|0019646||IEA	cytochrome complex|0070069||IEA		-	cytochrome bd ubiquinol oxidase, subunit I	ko:K00425	M00153	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	Cyt_bd_oxida_I
NCS66_RS08820	cytochrome d ubiquinol oxidase subunit II	WP_034473035.1	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor|0016682||IEA			cydB	-	Cytochrome d ubiquinol oxidase, subunit II	ko:K00426	M00153	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	Cyt_bd_oxida_II
NCS66_RS08925	sugar ABC transporter substrate-binding protein	WP_008341961.1					-	ABC transporter substrate-binding protein	ko:K02058	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	Peripla_BP_4
NCS66_RS08930	ABC transporter permease	WP_250480569.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	plasma membrane|0005886||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K02057	M00221	ko00000,ko00002,ko02000	3.A.1.2	-	BPD_transp_2
NCS66_RS08935	ATP-binding cassette domain-containing protein	WP_008341966.1	ATP binding|0005524||IEA				-	ABC transporter	ko:K02056	M00221	ko00000,ko00002,ko01000,ko02000	3.A.1.2	-	ABC_tran
NCS66_RS08980	branched-chain amino acid ABC transporter permease	WP_008341984.1	ABC-type transporter activity|0140359||IEA	branched-chain amino acid transport|0015803||IEA			-	Belongs to the binding-protein-dependent transport system permease family	ko:K01995,ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	ABC_tran,BCA_ABC_TP_C,BPD_transp_2
NCS66_RS08985	branched-chain amino acid ABC transporter permease	WP_250440001.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex|0043190||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS09260	ABC transporter ATP-binding protein	WP_235366332.1	ATPase-coupled transmembrane transporter activity|0042626||IEA				-	abc transporter	ko:K06147	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	ABC_membrane,ABC_tran
NCS66_RS09610	MATE family efflux transporter	WP_250480583.1	xenobiotic transmembrane transporter activity|0042910||IEA	xenobiotic transmembrane transport|0006855||IEA	membrane|0016020||IEA		-	MATE efflux family protein	ko:K03327	-	ko00000,ko02000	2.A.66.1	-	MatE
NCS66_RS09800	helix-hairpin-helix domain-containing protein	WP_008342369.1					-	Helix-hairpin-helix motif	ko:K02237	M00429	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	HHH_3
NCS66_RS09875	outer membrane protein OmpA	WP_033537188.1	porin activity|0015288||IEA	monoatomic ion transport|0006811||IEA		ompA	-	Belongs to the ompA family	ko:K03286	-	ko00000,ko02000	1.B.6	-	OmpA
NCS66_RS09970	cation:proton antiporter	WP_034472734.1		proton transmembrane transport|1902600||IEA			-	Pfam Sodium hydrogen exchanger	ko:K03455	-	ko00000	2.A.37	-	Na_H_Exchanger
NCS66_RS10015	urea ABC transporter substrate-binding protein	WP_008342462.1	ATPase-coupled urea transmembrane transporter activity|0033221||IEA	urea transport|0015840||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	urtA	-	abc transporter	ko:K11959	M00323	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	Peripla_BP_5
NCS66_RS10020	urea ABC transporter permease subunit UrtB	WP_175980391.1	ATPase-coupled urea transmembrane transporter activity|0033221||IEA	urea transport|0015840||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	urtB	-	Belongs to the binding-protein-dependent transport system permease family	ko:K11960	M00323	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	BPD_transp_2
NCS66_RS10025	urea ABC transporter permease subunit UrtC	WP_034472746.1	ATPase-coupled urea transmembrane transporter activity|0033221||IEA	urea transport|0015840||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	urtC	-	Belongs to the binding-protein-dependent transport system permease family	ko:K11961	M00323	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	BPD_transp_2
NCS66_RS10045	transporter substrate-binding domain-containing protein	WP_008342474.1					-	PFAM extracellular solute-binding protein, family 3	ko:K02030,ko:K10022	M00235,M00236	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.11	-	SBP_bac_3
NCS66_RS10050	amino acid ABC transporter permease	WP_034472752.1	ABC-type transporter activity|0140359||IEA	amino acid transport|0006865||IEA			-	polar amino acid ABC transporter, inner membrane subunit	ko:K02029	M00236	ko00000,ko00002,ko02000	3.A.1.3	-	BPD_transp_1
NCS66_RS10120	oligosaccharide flippase family protein	WP_250480594.1			membrane|0016020||IEA		-	biosynthesis protein	ko:K03328	-	ko00000	2.A.66.2	-	Polysacc_synt,Polysacc_synt_3
NCS66_RS10490	ABC transporter ATP-binding protein	WP_250480639.1					-	ABC transporter	ko:K09691	M00250	ko00000,ko00001,ko00002,ko02000	3.A.1.103	-	ABC_tran,Wzt_C
NCS66_RS10495	ABC transporter permease	WP_250480640.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex|0043190||IEA		-	Transport permease protein	ko:K09690	M00250	ko00000,ko00001,ko00002,ko02000	3.A.1.103	-	ABC2_membrane
NCS66_RS10505	glycosyltransferase	WP_250480642.1					-	glycosyl transferase family 2	ko:K07011,ko:K20444	-	ko00000,ko01000,ko01005,ko02000	4.D.1.3	GT2,GT4	Glyco_tranf_2_3,Glyco_trans_1_4,Glycos_transf_2,Methyltransf_23
NCS66_RS10920	type IV pilin protein	WP_250480663.1		type IV pilus assembly|0043683||IEA			-	Type IV minor pilin ComP, DNA uptake sequence receptor	ko:K02655	-	ko00000,ko02035,ko02044	3.A.15.2	-	ComP_DUS,N_methyl
NCS66_RS10940	GspH/FimT family pseudopilin	WP_239295117.1		protein secretion by the type II secretion system|0015628||IEA	type II protein secretion system complex|0015627||IEA		-	Type II transport protein GspH	ko:K08084	-	ko00000,ko02044	3.A.15.2	-	GspH,N_methyl
NCS66_RS10975	cell envelope integrity protein TolA	WP_034471522.1	transporter activity|0005215||IEA	transport|0006810||IEA	periplasmic side of plasma membrane|0098567||IEA	tolA	-	TIGRFAM protein TolA	ko:K03646	-	ko00000,ko02000	2.C.1.2	-	TonB_2
NCS66_RS11045	LPS-assembly protein LptD	WP_239295125.1					-	Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane	ko:K04744	-	ko00000,ko02000	1.B.42.1	-	OstA,OstA_C
NCS66_RS11075	YadA-like family protein	WP_250480674.1					-	Hep_Hag repeat-containing protein	ko:K21449	-	ko00000,ko02000	1.B.40.2	-	ESPR,YadA_anchor,YadA_head,YadA_stalk
NCS66_RS11080	hypothetical protein	WP_250480675.1					-	Hep_Hag repeat-containing protein	ko:K21449	-	ko00000,ko02000	1.B.40.2	-	ESPR,YadA_anchor,YadA_head,YadA_stalk
NCS66_RS11135	LPS assembly lipoprotein LptE	WP_051996475.1		Gram-negative-bacterium-type cell outer membrane assembly|0043165||IEA	outer membrane|0019867||IEA	lptE	-	Together with LptD, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane. Required for the proper assembly of LptD. Binds LPS and may serve as the LPS recognition site at the outer membrane	ko:K03643	-	ko00000,ko02000	1.B.42.1	-	LptE
NCS66_RS11145	biopolymer transporter ExbD	WP_239295142.1	transmembrane transporter activity|0022857||IEA		membrane|0016020||IEA		-	Biopolymer transport protein, ExbD	ko:K03559	-	ko00000,ko02000	1.A.30.2.1	-	ExbD
NCS66_RS11150	MotA/TolQ/ExbB proton channel family protein	WP_239295143.1		protein transport|0015031||IEA	plasma membrane|0005886||IEA		-	PFAM MotA TolQ ExbB proton channel	ko:K03561	-	ko00000,ko02000	1.A.30.2.1	-	MotA_ExbB
NCS66_RS11160	outer membrane protein assembly factor BamE	WP_033537302.1					-	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	ko:K06186	-	ko00000,ko02000	1.B.33.1	-	SmpA_OmlA
NCS66_RS11485	type II secretion system F family protein	WP_034471457.1					-	Type II secretion system	ko:K02653	-	ko00000,ko02035,ko02044	3.A.15.2	-	T2SSF
NCS66_RS11645	molybdopterin-dependent oxidoreductase	WP_250480692.1					-	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	ko:K07812	-	ko00000,ko01000,ko02000	5.A.3.4	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
NCS66_RS11750	DsbC family protein	WP_034473936.1					-	Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process	ko:K03981	-	ko00000,ko01000,ko02044,ko03110	3.A.7.11.1	-	DsbC_N,Thioredoxin_2
NCS66_RS11840	Hsp70 family protein	WP_250460059.1	ATP-dependent protein folding chaperone|0140662||IEA				-	heat shock protein 70	ko:K04046	-	ko00000,ko03110	1.A.33	-	HSP70
NCS66_RS11955	Sec-independent protein translocase protein TatB	WP_008344147.1	protein transmembrane transporter activity|0008320||IEA	protein secretion by the type II secretion system|0015628||IEA	membrane|0016020||IEA	tatB	-	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation	ko:K03117	M00336	ko00000,ko00001,ko00002,ko02044	2.A.64	-	MttA_Hcf106
NCS66_RS11960	Sec-independent protein translocase subunit TatA	WP_008344146.1		protein transport by the Tat complex|0043953||IEA	membrane|0016020||IEA	tatA	-	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system	ko:K03116	M00336	ko00000,ko00001,ko00002,ko02044	2.A.64	-	MttA_Hcf106
NCS66_RS12045	STAS domain-containing protein	WP_081851876.1					-	STAS domain	ko:K07122	M00210	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	STAS_2
NCS66_RS12050	ABC transporter substrate-binding protein	WP_008344118.1					-	toluene tolerance	ko:K07323	M00210	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	MlaC
NCS66_RS12095	ABC transporter ATP-binding protein/permease	WP_008344104.1					-	abc transporter	ko:K02471	-	ko00000,ko00001,ko02000	3.A.1.203.11,3.A.1.203.4	-	ABC_membrane_2,ABC_tran
NCS66_RS12170	type IV pilus secretin PilQ	WP_250480717.1		protein secretion|0009306||IEA		pilQ	-	type IV pilus secretin PilQ	ko:K02666	-	ko00000,ko02035,ko02044	3.A.15.2	-	AMIN,STN,Secretin,Secretin_N
NCS66_RS12245	protein-disulfide reductase DsbD	WP_250480723.1	protein-disulfide reductase (NAD(P)H) activity|0047134||IEA			dsbD	-	Required to facilitate the formation of correct disulfide bonds in some periplasmic proteins and for the assembly of the periplasmic c-type cytochromes. Acts by transferring electrons from cytoplasmic thioredoxin to the periplasm. This transfer involves a cascade of disulfide bond formation and reduction steps	ko:K04084	-	ko00000,ko01000,ko03110	5.A.1.1	-	DsbC,DsbD,Thioredoxin_2,Thioredoxin_7
NCS66_RS12460	preprotein translocase subunit SecE	WP_008343790.1				secE	-	Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation	ko:K03073	M00335	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	SecE
NCS66_RS12680	MgtC/SapB family protein	WP_051996639.1			plasma membrane|0005886||IEA		-	transporter	ko:K07507	-	ko00000,ko02000	9.B.20	-	MgtC
NCS66_RS12735	chromate efflux transporter	WP_250480733.1	chromate transmembrane transporter activity|0015109||IEA	chromate transport|0015703||IEA		chrA	-	TIGRFAM chromate transporter, chromate ion transporter (CHR) family	ko:K07240	-	ko00000,ko02000	2.A.51.1	-	Chromate_transp
NCS66_RS12780	glutathione S-transferase family protein	WP_250480736.1					-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C_2,GST_C_3,GST_C_4,GST_N_3
NCS66_RS12945	CidA/LrgA family protein	WP_250480741.1			membrane|0016020||IEA		-	PFAM LrgA family protein	ko:K06518	-	ko00000,ko02000	1.E.14.2	-	LrgA
NCS66_RS13000	flagellar assembly protein FliH	WP_008352582.1	cytoskeletal motor activity|0003774||IEA		bacterial-type flagellum|0009288||IEA	fliH	-	Flagellar assembly protein flih	ko:K02411	-	ko00000,ko00001,ko02035,ko02044	3.A.6.2	-	FliH
NCS66_RS13050	flagellar biosynthetic protein FliO	WP_008352567.1		bacterial-type flagellum organization|0044781||IEA	membrane|0016020||IEA	fliO	-	flagellar	ko:K02418	-	ko00000,ko00001,ko02035,ko02044	3.A.6.2	-	FliO
NCS66_RS13265	branched-chain amino acid ABC transporter substrate-binding protein	WP_008352495.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA			-	amino acid	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS13325	F0F1 ATP synthase subunit delta	WP_034472325.1	proton-transporting ATP synthase activity, rotational mechanism|0046933||IEA	proton motive force-driven ATP synthesis|0015986||IEA			-	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	ko:K02113	M00157	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	OSCP
NCS66_RS13335	F0F1 ATP synthase subunit C	WP_007180033.1	proton transmembrane transporter activity|0015078||IEA	proton motive force-driven ATP synthesis|0015986||IEA		atpE	-	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	ko:K02110	M00157	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	ATP-synt_C
NCS66_RS13345	ATP synthase subunit I	WP_033536468.1					-	atp synthase	ko:K02116	-	ko00000,ko00194	3.A.2.1	-	ATP-synt_I
NCS66_RS13380	branched-chain amino acid ABC transporter ATP-binding protein/permease	WP_144403718.1	ABC-type transporter activity|0140359||IEA				-	Belongs to the binding-protein-dependent transport system permease family	ko:K01995,ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	ABC_tran,BCA_ABC_TP_C,BPD_transp_2
NCS66_RS13385	branched-chain amino acid ABC transporter permease	WP_008352437.1	ABC-type transporter activity|0140359||IEA	branched-chain amino acid transport|0015803||IEA			-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS13390	ABC transporter substrate-binding protein	WP_250480763.1					-	amino acid	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS13395	ABC transporter substrate-binding protein	WP_250480764.1					-	amino acid	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS13400	branched-chain amino acid ABC transporter permease	WP_008352433.1	ABC-type transporter activity|0140359||IEA	branched-chain amino acid transport|0015803||IEA			-	Belongs to the binding-protein-dependent transport system permease family	ko:K01998	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS13405	branched-chain amino acid ABC transporter permease	WP_008352432.1	ABC-type transporter activity|0140359||IEA		ATP-binding cassette (ABC) transporter complex|0043190||IEA		-	Belongs to the binding-protein-dependent transport system permease family	ko:K01997	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	BPD_transp_2
NCS66_RS13410	ABC transporter substrate-binding protein	WP_008352431.1					-	abc transporter	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS13520	type II secretion system secretin GspD	WP_250480772.1		protein secretion by the type II secretion system|0015628||IEA	outer membrane|0019867||IEA	gspD	-	general secretion pathway protein D	ko:K02453	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	Secretin,Secretin_N
NCS66_RS13535	general secretion pathway protein GspC	WP_175979674.1					-	general secretion pathway protein	ko:K02452	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	T2SSC
NCS66_RS13545	GspH/FimT family pseudopilin	WP_239294372.1		protein secretion by the type II secretion system|0015628||IEA	type II protein secretion system complex|0015627||IEA		-	general secretion pathway protein	ko:K02457	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	GspH,N_methyl
NCS66_RS13550	type II secretion system minor pseudopilin GspI	WP_008352388.1		protein secretion by the type II secretion system|0015628||IEA	type II protein secretion system complex|0015627||IEA	gspI	-	General secretion pathway protein I	ko:K02458	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	N_methyl,T2SSI
NCS66_RS13555	prepilin-type N-terminal cleavage/methylation domain-containing protein	WP_239294371.1					-	general secretion pathway protein	ko:K02459	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	N_methyl,T2SSJ
NCS66_RS13560	type II secretion system minor pseudopilin GspK	WP_250435367.1		protein secretion|0009306||IEA	membrane|0016020||IEA	gspK	-	general secretion pathway protein K	ko:K02460	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	T2SSK
NCS66_RS13565	type II secretion system protein GspL	WP_250480774.1		protein secretion by the type II secretion system|0015628||IEA	type II protein secretion system complex|0015627||IEA	gspL	-	General secretion pathway protein L	ko:K02461	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	GspL_C,T2SSL
NCS66_RS13570	type II secretion system protein M	WP_250480775.1					-	General secretion pathway	ko:K02462	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	T2SSM
NCS66_RS13575	type II secretion system protein N	WP_008352383.1					-	General Secretory Pathway	ko:K02463	M00331	ko00000,ko00001,ko00002,ko02044	3.A.15	-	T2SSN
NCS66_RS13685	mechanosensitive ion channel family protein	WP_008352348.1	mechanosensitive monoatomic ion channel activity|0008381||IEA				-	mechanosensitive ion channel	ko:K03442	-	ko00000,ko02000	1.A.23.2	-	MS_channel,TM_helix
NCS66_RS13710	amino acid permease	WP_008352338.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	amino acid	ko:K03294	-	ko00000	2.A.3.2	-	AA_permease_2
NCS66_RS13785	branched-chain amino acid ABC transporter substrate-binding protein	WP_008352302.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA			-	amino acid	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS13845	c-type cytochrome	WP_175979692.1	heme binding|0020037||IEA				-	cytochrome C	ko:K08738	M00595	ko00000,ko00001,ko00002	3.D.4.6	-	Cytochrom_C,Cytochrome_CBB3
NCS66_RS13960	hypothetical protein	WP_250480797.1					-	Protein involved in receptor activity and transport	ko:K02014	-	ko00000,ko02000	1.B.14	-	Plug,TonB_dep_Rec
NCS66_RS14015	glycine betaine ABC transporter substrate-binding protein	WP_008354144.1					-	PFAM Substrate-binding region of ABC-type glycine betaine transport system	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
NCS66_RS14035	choline ABC transporter substrate-binding protein	WP_008354139.1					-	PFAM Substrate-binding region of ABC-type glycine betaine transport system	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
NCS66_RS14045	porin	WP_008354137.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	ko:K08720	-	ko00000,ko00001,ko02000	1.B.1.2.1	-	Porin_4
NCS66_RS14060	choline ABC transporter substrate-binding protein	WP_008354134.1					-	PFAM Substrate-binding region of ABC-type glycine betaine transport system	ko:K02002	M00208	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	OpuAC
NCS66_RS14140	branched-chain amino acid ABC transporter substrate-binding protein	WP_008354116.1	ABC-type transporter activity|0140359||IEA	transmembrane transport|0055085||IEA			-	PFAM Extracellular ligand-binding receptor	ko:K01999	M00237	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	Peripla_BP_6
NCS66_RS14185	substrate-binding domain-containing protein	WP_008354107.1					-	Periplasmic binding protein domain	ko:K10439	M00212	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19	-	Peripla_BP_4
NCS66_RS14215	chromate transporter	WP_033536666.1	chromate transmembrane transporter activity|0015109||IEA	chromate transport|0015703||IEA			-	Chromate transporter	ko:K07240	-	ko00000,ko02000	2.A.51.1	-	Chromate_transp
NCS66_RS14220	chromate transporter	WP_008354099.1	chromate transmembrane transporter activity|0015109||IEA	chromate transport|0015703||IEA			-	Chromate transporter	ko:K07240	-	ko00000,ko02000	2.A.51.1	-	Chromate_transp
NCS66_RS14555	flippase	WP_033536876.1					-	Polysaccharide biosynthesis protein	ko:K03328	-	ko00000	2.A.66.2	-	Polysacc_synt,Polysacc_synt_C
NCS66_RS14790	glutathione S-transferase N-terminal domain-containing protein	WP_008353963.1	protein binding|0005515||IEA	glutathione metabolic process|0006749||IEA			-	Glutathione S-transferase	ko:K00799	-	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	GST_C_2,GST_N_3
NCS66_RS14900	TRAP transporter large permease	WP_008353936.1	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	tripartite ATP-independent periplasmic transporter complex|0031317||IEA		-	Tripartite ATP-independent periplasmic transporter, DctM component	ko:K21393	-	ko00000,ko02000	2.A.56.1	-	DctM
NCS66_RS14905	TRAP transporter small permease	WP_008353934.1	transmembrane transporter activity|0022857||IEA		membrane|0016020||IEA		-	Tripartite ATP-independent periplasmic transporters, DctQ component	ko:K11689	-	ko00000,ko00001,ko02000	2.A.56.1	-	DctQ
NCS66_RS14940	MFS transporter	WP_008353924.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	MFS/sugar transport protein	ko:K08172	-	ko00000,ko02000	2.A.1.6.6	-	MFS_1,Sugar_tr
NCS66_RS14965	type VI secretion system Vgr family protein	WP_034471898.1				vgrG	-	rhs element vgr protein	ko:K11904	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	DUF2345,Phage_GPD,T6SS_Vgr
NCS66_RS14990	ImcF-related family protein	WP_241484859.1					-	PFAM ImcF domain protein	ko:K11891	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	IcmF-related,IcmF_C
NCS66_RS15000	type VI secretion system baseplate subunit TssF	WP_008353914.1	molecular_function|0003674||IEA	protein secretion by the type VI secretion system|0033103||IEA		tssF	-	Type VI secretion	ko:K11896	M00334	ko00000,ko00002,ko02044	3.A.23.1	-	T6SS_TssF
NCS66_RS15005	type VI secretion system baseplate subunit TssG	WP_008353912.1		protein secretion by the type VI secretion system|0033103||IEA		tssG	-	Type VI secretion protein	ko:K11895	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS_TssG
NCS66_RS15010	type VI secretion system lipoprotein TssJ	WP_008353910.1	molecular_function|0003674||IEA	protein secretion by the type VI secretion system|0033103||IEA		tssJ	-	Type VI secretion	ko:K11906	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS-SciN
NCS66_RS15015	type VI secretion system lipoprotein TssJ	WP_235366207.1	molecular_function|0003674||IEA	protein secretion by the type VI secretion system|0033103||IEA		tssJ	-	Type VI secretion	ko:K11906	M00334	ko00000,ko00001,ko00002,ko02044	3.A.23.1	-	T6SS-SciN
NCS66_RS15045	oxalate/formate MFS antiporter	WP_008353903.1	antiporter activity|0015297||IEA			oxlT	-	Major Facilitator Superfamily	ko:K08177	-	ko00000,ko02000	2.A.1.11	-	MFS_1
NCS66_RS15435	2-aminoethylphosphonate ABC transporter substrate-binding protein	WP_008353793.1	2-aminoethylphosphonate binding|0033226||IEA	2-aminoethylphosphonate transport|0033223||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	phnS	-	2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	ko:K02055,ko:K11081	M00193,M00302	ko00000,ko00001,ko00002,ko02000	3.A.1.11,3.A.1.11.5	-	SBP_bac_6
NCS66_RS15445	2-aminoethylphosphonate ABC transporter permease subunit	WP_008353791.1					-	2-aminoethylphosphonate ABC transporter, permease protein	ko:K11083	M00302	ko00000,ko00001,ko00002,ko02000	3.A.1.11.5	-	BPD_transp_1
NCS66_RS15450	2-aminoethylphosphonate ABC transport system, membrane component PhnV	WP_008353790.1	ATPase-coupled 2-aminoethylphosphonate transporter activity|0033225||IEA	2-aminoethylphosphonate transport|0033223||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA	phnV	-	2-aminoethylphosphonate ABC transport system, membrane component PhnV	ko:K11082	M00302	ko00000,ko00001,ko00002,ko02000	3.A.1.11.5	-	BPD_transp_1
NCS66_RS15480	aspartate-alanine antiporter	WP_008353783.1	aspartate:alanine antiporter activity|0070906||IEA			aspT	-	TrkA-C domain	ko:K07085	-	ko00000	2.A.81	-	Asp-Al_Ex,TrkA_C
NCS66_RS15510	MFS transporter	WP_034471865.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	transporter	ko:K08369	-	ko00000,ko02000	2.A.1	-	Sugar_tr
NCS66_RS15705	M55 family metallopeptidase	WP_008353731.1					-	PFAM peptidase M55 D-aminopeptidase	ko:K16203	-	ko00000,ko01000,ko01002	3.A.1.5.2	-	Peptidase_M55
