#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_JALQDU010000002.1_cds_WP_008351935.1_111,1458357.BG58_00255,9.68e-150,422.0,"COG1028@1|root,COG1028@2|Bacteria,1RHYX@1224|Proteobacteria,2VR0S@28216|Betaproteobacteria,1K0X1@119060|Burkholderiaceae",28216|Betaproteobacteria,IQ,short-chain dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
lcl|NZ_JALQDU010000002.1_cds_WP_250480217.1_112,1458357.BG58_00260,2.12e-248,686.0,"COG0654@1|root,COG0654@2|Bacteria,1MU6I@1224|Proteobacteria,2VIPS@28216|Betaproteobacteria,1K55N@119060|Burkholderiaceae",28216|Betaproteobacteria,CH,FAD binding domain,ubiF,-,-,ko:K03184,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00117,"R06146,R08775",RC01254,"ko00000,ko00001,ko00002,ko01000",-,-,-,FAD_binding_3
lcl|NZ_JALQDU010000002.1_cds_WP_250480218.1_114,1097668.BYI23_A000870,8.34e-79,236.0,"COG1487@1|root,COG1487@2|Bacteria,1RIB5@1224|Proteobacteria,2VSZV@28216|Betaproteobacteria,1KHAN@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Toxic component of a toxin-antitoxin (TA) module. An RNase,vapC,-,2.3.1.30,"ko:K00640,ko:K07062","ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111",M00021,R00586,"RC00004,RC00041","ko00000,ko00001,ko00002,ko01000,ko02048",-,-,-,PIN
lcl|NZ_JALQDU010000002.1_cds_WP_250480219.1_115,1458357.BG58_00275,3.05e-262,721.0,"COG0183@1|root,COG0183@2|Bacteria,1MU5G@1224|Proteobacteria,2VH4C@28216|Betaproteobacteria,1JZW5@119060|Burkholderiaceae",28216|Betaproteobacteria,I,Belongs to the thiolase family,-,-,2.3.1.9,ko:K00626,"ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020","M00088,M00095,M00373,M00374,M00375","R00238,R01177","RC00004,RC00326","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"Thiolase_C,Thiolase_N"
lcl|NZ_JALQDU010000002.1_cds_WP_250480220.1_116,1458357.BG58_00280,3.59e-169,474.0,"COG0288@1|root,COG0288@2|Bacteria,1NGFN@1224|Proteobacteria,2VIBS@28216|Betaproteobacteria,1K3GU@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Reversible hydration of carbon dioxide,can,-,4.2.1.1,ko:K01673,"ko00910,map00910",-,"R00132,R10092",RC02807,"ko00000,ko00001,ko01000",-,-,-,"Acetyltransf_1,Pro_CA"
lcl|NZ_JALQDU010000002.1_cds_WP_008351924.1_117,1458357.BG58_00285,0.0,1157.0,"COG4579@1|root,COG4579@2|Bacteria,1MVRB@1224|Proteobacteria,2VJMA@28216|Betaproteobacteria,1K440@119060|Burkholderiaceae",28216|Betaproteobacteria,F,"Bifunctional enzyme which can phosphorylate or dephosphorylate isocitrate dehydrogenase (IDH) on a specific serine residue. This is a regulatory mechanism which enables bacteria to bypass the Krebs cycle via the glyoxylate shunt in response to the source of carbon. When bacteria are grown on glucose, IDH is fully active and unphosphorylated, but when grown on acetate or ethanol, the activity of IDH declines drastically concomitant with its phosphorylation",aceK,-,2.7.11.5,ko:K00906,-,-,-,-,"ko00000,ko01000",-,-,-,AceK
lcl|NZ_JALQDU010000002.1_cds_WP_008351922.1_118,1097668.BYI23_A000910,2.69e-85,252.0,"COG0789@1|root,COG0789@2|Bacteria,1RITY@1224|Proteobacteria,2VSPA@28216|Betaproteobacteria,1K6Y3@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Transcriptional regulator,zntR,-,-,-,-,-,-,-,-,-,-,-,"MerR,MerR-DNA-bind,MerR_1"
lcl|NZ_JALQDU010000002.1_cds_WP_250480221.1_119,1458357.BG58_00295,2.92e-258,707.0,"COG0491@1|root,COG0491@2|Bacteria,1MUXF@1224|Proteobacteria,2VKJX@28216|Betaproteobacteria,1JZU7@119060|Burkholderiaceae",28216|Betaproteobacteria,S,PFAM beta-lactamase domain protein,-,-,-,-,-,-,-,-,-,-,-,-,Lactamase_B
lcl|NZ_JALQDU010000002.1_cds_WP_250480308.1_120,1458357.BG58_00300,0.0,1015.0,"COG0747@1|root,COG0747@2|Bacteria,1MUZH@1224|Proteobacteria,2VKVE@28216|Betaproteobacteria,1K0AF@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"PFAM extracellular solute-binding protein, family 5",-,-,-,"ko:K02035,ko:K12368,ko:K13889","ko02010,ko02024,ko02030,map02010,map02024,map02030","M00239,M00324,M00348",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.5,3.A.1.5.11",-,-,SBP_bac_5
lcl|NZ_JALQDU010000002.1_cds_WP_034470401.1_121,1458357.BG58_00305,2.7e-216,600.0,"COG0530@1|root,COG0530@2|Bacteria,1MU3R@1224|Proteobacteria,2VHKV@28216|Betaproteobacteria,1KFKQ@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Sodium/calcium exchanger protein,-,-,-,ko:K07301,-,-,-,-,"ko00000,ko02000",2.A.19.5,-,-,Na_Ca_ex
lcl|NZ_JALQDU010000002.1_cds_WP_250433464.1_122,321846.PS417_20100,1.22e-42,154.0,"2F5GK@1|root,33Y27@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000002.1_cds_WP_250433467.1_123,1121939.L861_02410,4.28e-53,187.0,"COG3919@1|root,COG3919@2|Bacteria",2|Bacteria,E,ATP-grasp,-,-,-,-,-,-,-,-,-,-,-,-,ATP-grasp_3
lcl|NZ_JALQDU010000002.1_cds_WP_250480222.1_124,999541.bgla_1g01800,5.81e-218,608.0,"COG0399@1|root,COG0399@2|Bacteria,1MUPN@1224|Proteobacteria,2VJIY@28216|Betaproteobacteria,1K0UV@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Belongs to the DegT DnrJ EryC1 family,-,-,2.6.1.33,ko:K20429,-,-,R02773,"RC00006,RC00781","ko00000,ko01000",-,-,-,DegT_DnrJ_EryC1
lcl|NZ_JALQDU010000002.1_cds_WP_250478616.1_125,398527.Bphyt_3835,4.43e-217,637.0,"COG0457@1|root,COG3914@1|root,COG0457@2|Bacteria,COG3914@2|Bacteria,1MVMG@1224|Proteobacteria,2VH3M@28216|Betaproteobacteria,1K03X@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Tetratricopeptide TPR_2 repeat protein,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_tranf_2_5,Glyco_transf_41,Methyltransf_12,TPR_1,TPR_11,TPR_16,TPR_19,TPR_2,TPR_8"
lcl|NZ_JALQDU010000002.1_cds_WP_250433483.1_126,1472716.KBK24_0127655,1.92e-23,93.2,"2AGZN@1|root,3178E@2|Bacteria,1PYI7@1224|Proteobacteria,2WDQI@28216|Betaproteobacteria,1KAST@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Flagellar protein FliT,-,-,-,-,-,-,-,-,-,-,-,-,FliT
lcl|NZ_JALQDU010000002.1_cds_WP_250480223.1_127,1192124.LIG30_0648,3.63e-116,359.0,"COG1345@1|root,COG1345@2|Bacteria,1MUVP@1224|Proteobacteria,2VHMK@28216|Betaproteobacteria,1JZPW@119060|Burkholderiaceae",28216|Betaproteobacteria,N,"Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end",fliD,-,-,ko:K02407,"ko02040,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"Flagellin_IN,FliD_C,FliD_N"
lcl|NZ_JALQDU010000002.1_cds_WP_250433509.1_128,1434929.X946_4938,1.31e-147,430.0,"COG1344@1|root,COG1344@2|Bacteria,1MV1N@1224|Proteobacteria,2VJTA@28216|Betaproteobacteria,1K01X@119060|Burkholderiaceae",28216|Betaproteobacteria,N,Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella,fliC,"GO:0005575,GO:0005576,GO:0005623,GO:0009288,GO:0042995,GO:0043226,GO:0043228,GO:0044464",-,ko:K02406,"ko02020,ko02040,ko04621,ko04626,ko05132,ko05134,map02020,map02040,map04621,map04626,map05132,map05134",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"Flagellin_C,Flagellin_N,FliC,FliC_SP"
lcl|NZ_JALQDU010000002.1_cds_WP_250433518.1_129,1458357.BG58_00325,6.32e-205,569.0,"COG0667@1|root,COG0667@2|Bacteria,1MV2Y@1224|Proteobacteria,2VHV1@28216|Betaproteobacteria,1K006@119060|Burkholderiaceae",28216|Betaproteobacteria,C,aldo keto reductase,-,-,1.1.1.91,ko:K05882,-,-,-,-,"ko00000,ko01000",-,-,-,Aldo_ket_red
lcl|NZ_JALQDU010000002.1_cds_WP_008351904.1_130,1097668.BYI23_A001050,1.27e-37,126.0,"COG0828@1|root,COG0828@2|Bacteria,1MZCC@1224|Proteobacteria,2VTZ4@28216|Betaproteobacteria,1K97W@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Belongs to the bacterial ribosomal protein bS21 family,rpsU,-,-,ko:K02970,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S21
lcl|NZ_JALQDU010000002.1_cds_WP_239294315.1_131,1097668.BYI23_A001060,1.35e-80,239.0,"2901T@1|root,2ZMS0@2|Bacteria,1P4IZ@1224|Proteobacteria,2W5ET@28216|Betaproteobacteria,1K7PU@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000002.1_cds_WP_175979735.1_132,1097668.BYI23_A001070,1.44e-94,276.0,"2F5DC@1|root,33XZA@2|Bacteria,1NWG9@1224|Proteobacteria,2W2HC@28216|Betaproteobacteria,1K790@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000002.1_cds_WP_034470421.1_133,1458357.BG58_00345,4.33e-132,375.0,"COG2818@1|root,COG2818@2|Bacteria,1R9X5@1224|Proteobacteria,2VQC5@28216|Betaproteobacteria,1K1V9@119060|Burkholderiaceae",28216|Betaproteobacteria,L,Pfam Methyladenine glycosylase,tag,-,3.2.2.20,ko:K01246,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,Adenine_glyco
lcl|NZ_JALQDU010000002.1_cds_WP_034470768.1_134,1458357.BG58_00350,1.52e-179,504.0,"COG2971@1|root,COG2971@2|Bacteria,1R41I@1224|Proteobacteria,2VRR2@28216|Betaproteobacteria,1K15T@119060|Burkholderiaceae",28216|Betaproteobacteria,G,"PFAM ATPase, BadF BadG BcrA BcrD type",nagK,-,2.7.1.8,ko:K18676,"ko00520,ko01100,map00520,map01100",-,R01961,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,BcrAD_BadFG
lcl|NZ_JALQDU010000002.1_cds_WP_008351897.1_135,1097668.BYI23_A001100,2.05e-191,532.0,"COG0561@1|root,COG0561@2|Bacteria,1MV02@1224|Proteobacteria,2VN41@28216|Betaproteobacteria,1JZS6@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"Haloacid dehalogenase domain protein hydrolase, type 3",-,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_3
lcl|NZ_JALQDU010000002.1_cds_WP_008351896.1_136,1458357.BG58_00360,1.05e-22,90.9,"2A8Y4@1|root,30Y1S@2|Bacteria,1PJWY@1224|Proteobacteria,2W88R@28216|Betaproteobacteria,1K8C8@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PXPV
lcl|NZ_JALQDU010000002.1_cds_WP_008351895.1_137,1458357.BG58_00365,2.28e-156,439.0,"COG0580@1|root,COG0580@2|Bacteria,1MXTJ@1224|Proteobacteria,2VK6T@28216|Betaproteobacteria,1K4RV@119060|Burkholderiaceae",28216|Betaproteobacteria,G,Channel that permits osmotically driven movement of water in both directions. It is involved in the osmoregulation and in the maintenance of cell turgor during volume expansion in rapidly growing cells. It mediates rapid entry or exit of water in response to abrupt changes in osmolarity,aqpZ,-,-,ko:K06188,-,-,-,-,"ko00000,ko02000",1.A.8,-,-,MIP
lcl|NZ_JALQDU010000002.1_cds_WP_008351894.1_138,1097668.BYI23_A001120,1.18e-251,691.0,"COG0438@1|root,COG0438@2|Bacteria,1MWSZ@1224|Proteobacteria,2VMD3@28216|Betaproteobacteria,1K2TB@119060|Burkholderiaceae",28216|Betaproteobacteria,M,PFAM glycosyl transferase group 1,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1"
lcl|NZ_JALQDU010000002.1_cds_WP_008351892.1_139,1097668.BYI23_A001130,4.52e-57,178.0,"2AX91@1|root,31P80@2|Bacteria,1N25K@1224|Proteobacteria,2VUB6@28216|Betaproteobacteria,1K8H5@119060|Burkholderiaceae",28216|Betaproteobacteria,N,"Functions in complex with FlhC as a master transcriptional regulator that regulates transcription of several flagellar and non-flagellar operons by binding to their promoter region. Activates expression of class 2 flagellar genes, including fliA, which is a flagellum-specific sigma factor that turns on the class 3 genes. Also regulates genes whose products function in a variety of physiological pathways",flhD,-,-,ko:K02403,"ko02020,ko02024,ko02026,ko02040,map02020,map02024,map02026,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,FlhD
lcl|NZ_JALQDU010000002.1_cds_WP_008351890.1_140,1097668.BYI23_A001140,2.7e-114,329.0,"2DBG4@1|root,2Z927@2|Bacteria,1N7I6@1224|Proteobacteria,2VQ2P@28216|Betaproteobacteria,1K29P@119060|Burkholderiaceae",28216|Betaproteobacteria,K,"Functions in complex with FlhD as a master transcriptional regulator that regulates transcription of several flagellar and non-flagellar operons by binding to their promoter region. Activates expression of class 2 flagellar genes, including fliA, which is a flagellum-specific sigma factor that turns on the class 3 genes. Also regulates genes whose products function in a variety of physiological pathways",flhC,-,-,ko:K02402,"ko02020,ko02024,ko02026,ko02040,map02020,map02024,map02026,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,FlhC
lcl|NZ_JALQDU010000002.1_cds_WP_250480224.1_141,1218084.BBJK01000049_gene4034,1.35e-69,213.0,"2EVSX@1|root,33P6U@2|Bacteria,1PXHJ@1224|Proteobacteria,2WCXE@28216|Betaproteobacteria,1K8NA@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000002.1_cds_WP_008351887.1_142,1458357.BG58_00385,9.73e-194,538.0,"COG1291@1|root,COG1291@2|Bacteria,1MXK3@1224|Proteobacteria,2VHPX@28216|Betaproteobacteria,1K1RD@119060|Burkholderiaceae",28216|Betaproteobacteria,N,With MotB forms the ion channels that couple flagellar rotation to proton sodium motive force across the membrane and forms the stator elements of the rotary flagellar machine,motA,-,-,ko:K02556,"ko02020,ko02030,ko02040,map02020,map02030,map02040",-,-,-,"ko00000,ko00001,ko02000,ko02035",1.A.30.1,-,-,MotA_ExbB
lcl|NZ_JALQDU010000002.1_cds_WP_250433526.1_143,1097668.BYI23_A001160,8.25e-209,580.0,"COG1360@1|root,COG1360@2|Bacteria,1MW1Y@1224|Proteobacteria,2VHMJ@28216|Betaproteobacteria,1JZS8@119060|Burkholderiaceae",28216|Betaproteobacteria,N,PFAM OmpA MotB domain protein,motB,-,-,ko:K02557,"ko02030,ko02040,map02030,map02040",-,-,-,"ko00000,ko00001,ko02000,ko02035",1.A.30.1,-,-,"MotB_plug,OmpA"
lcl|NZ_JALQDU010000002.1_cds_WP_008351883.1_144,1097668.BYI23_A001170,1.3e-78,234.0,"COG0745@1|root,COG0745@2|Bacteria,1RHDD@1224|Proteobacteria,2VV3X@28216|Betaproteobacteria,1K7PW@119060|Burkholderiaceae",28216|Betaproteobacteria,T,Pfam Response regulator receiver,cheY1,-,-,ko:K03413,"ko02020,ko02030,map02020,map02030",M00506,-,-,"ko00000,ko00001,ko00002,ko02022,ko02035",-,-,-,Response_reg
lcl|NZ_JALQDU010000002.1_cds_WP_250480225.1_145,1458357.BG58_00400,0.0,1234.0,"COG0643@1|root,COG2198@1|root,COG0643@2|Bacteria,COG2198@2|Bacteria,1MUAG@1224|Proteobacteria,2VI5B@28216|Betaproteobacteria,1K2KZ@119060|Burkholderiaceae",28216|Betaproteobacteria,T,Signal transducing histidine kinase homodimeric,cheA,"GO:0003674,GO:0005488,GO:0005515,GO:0019904",2.7.13.3,ko:K03407,"ko02020,ko02030,map02020,map02030",M00506,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022,ko02035",-,-,-,"CheW,CheY-binding,H-kinase_dim,HATPase_c,Hpt"
lcl|NZ_JALQDU010000002.1_cds_WP_008351879.1_146,1097668.BYI23_A001190,4.15e-109,315.0,"COG0835@1|root,COG0835@2|Bacteria,1RD1W@1224|Proteobacteria,2VR41@28216|Betaproteobacteria,1K21C@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,chemotaxis protein,cheW,-,-,ko:K03408,"ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,CheW
lcl|NZ_JALQDU010000002.1_cds_WP_034470429.1_147,1458357.BG58_00410,2.71e-217,624.0,"COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2VGZ8@28216|Betaproteobacteria,1K2XE@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,histidine kinase HAMP region domain protein,-,-,-,ko:K05874,"ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"4HB_MCP_1,HAMP,MCPsignal,TarH"
lcl|NZ_JALQDU010000002.1_cds_WP_085955337.1_148,1097668.BYI23_A001210,3.03e-205,569.0,"COG1352@1|root,COG1352@2|Bacteria,1MU6W@1224|Proteobacteria,2VKFS@28216|Betaproteobacteria,1K2F4@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP,cheR,-,2.1.1.80,ko:K00575,"ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko01000,ko02035",-,-,-,"CheR,CheR_N"
lcl|NZ_JALQDU010000002.1_cds_WP_033536555.1_149,1458357.BG58_00425,7.2e-156,439.0,"COG1871@1|root,COG1871@2|Bacteria,1RDDB@1224|Proteobacteria,2VJ1T@28216|Betaproteobacteria,1KH3B@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,"Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis",cheD,-,3.5.1.44,ko:K03411,"ko02030,map02030",-,-,-,"ko00000,ko00001,ko01000,ko02035",-,-,-,CheD
lcl|NZ_JALQDU010000002.1_cds_WP_008351872.1_150,1458357.BG58_00430,1.2e-242,669.0,"COG2201@1|root,COG2201@2|Bacteria,1MWCN@1224|Proteobacteria,2VI13@28216|Betaproteobacteria,1K0VA@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR,cheB,-,"3.1.1.61,3.5.1.44",ko:K03412,"ko02020,ko02030,map02020,map02030",M00506,-,-,"ko00000,ko00001,ko00002,ko01000,ko02022,ko02035",-,-,-,"CheB_methylest,Response_reg"
lcl|NZ_JALQDU010000002.1_cds_WP_008351870.1_151,1097668.BYI23_A001240,1.13e-84,250.0,"COG0745@1|root,COG0745@2|Bacteria,1RDNP@1224|Proteobacteria,2VR8X@28216|Betaproteobacteria,1K6ZE@119060|Burkholderiaceae",28216|Betaproteobacteria,T,"Chemotaxis regulator that, when phosphorylated, interacts with the flagellar motor causing the flagella to spin clockwise which causes the cell to tumble",cheY,-,-,ko:K03413,"ko02020,ko02030,map02020,map02030",M00506,-,-,"ko00000,ko00001,ko00002,ko02022,ko02035",-,-,-,Response_reg
lcl|NZ_JALQDU010000002.1_cds_WP_008351868.1_152,1097668.BYI23_A001250,5.43e-144,409.0,"COG3143@1|root,COG3143@2|Bacteria,1NIV6@1224|Proteobacteria,2VN5G@28216|Betaproteobacteria,1JZR2@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,Plays an important role in bacterial chemotaxis signal transduction pathway by accelerating the dephosphorylation of phosphorylated CheY (CheY-P),cheZ,-,-,ko:K03414,"ko02030,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,CheZ
lcl|NZ_JALQDU010000002.1_cds_WP_034470771.1_153,1097668.BYI23_A001260,8.63e-73,223.0,"2E5QB@1|root,330EW@2|Bacteria,1N890@1224|Proteobacteria,2VVXS@28216|Betaproteobacteria,1K8E0@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF2844),-,-,-,-,-,-,-,-,-,-,-,-,DUF2844
lcl|NZ_JALQDU010000002.1_cds_WP_034470435.1_154,1458357.BG58_00450,1.31e-254,705.0,"28I2U@1|root,2Z86S@2|Bacteria,1P33F@1224|Proteobacteria,2VP36@28216|Betaproteobacteria,1K0WX@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF3443),-,-,-,-,-,-,-,-,-,-,-,-,DUF3443
lcl|NZ_JALQDU010000002.1_cds_WP_250480226.1_155,1458357.BG58_00455,4.04e-167,469.0,"COG0300@1|root,COG0300@2|Bacteria,1PNDU@1224|Proteobacteria,2VIWD@28216|Betaproteobacteria,1K056@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,wcbP,-,-,-,-,-,-,-,-,-,-,-,adh_short
lcl|NZ_JALQDU010000002.1_cds_WP_034470441.1_156,1458357.BG58_00460,1.24e-147,416.0,"COG1651@1|root,COG1651@2|Bacteria,1RGWH@1224|Proteobacteria,2VSFV@28216|Betaproteobacteria,1K4E5@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Thiol disulfide interchange protein,dsbA,-,-,ko:K03673,"ko01503,map01503",M00728,-,-,"ko00000,ko00001,ko00002,ko03110",-,-,-,"DSBA,Thioredoxin"
lcl|NZ_JALQDU010000002.1_cds_WP_008351857.1_157,1097668.BYI23_A001300,4.75e-145,413.0,"COG3087@1|root,COG3087@2|Bacteria,1RI6A@1224|Proteobacteria,2VSN6@28216|Betaproteobacteria,1K1DF@119060|Burkholderiaceae",28216|Betaproteobacteria,D,cell division protein,-,-,-,-,-,-,-,-,-,-,-,-,SPOR
lcl|NZ_JALQDU010000002.1_cds_WP_250480227.1_158,1458357.BG58_00470,0.0,1136.0,"COG0018@1|root,COG0018@2|Bacteria,1MU4J@1224|Proteobacteria,2VHT1@28216|Betaproteobacteria,1K2GQ@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Arginyl-tRNA synthetase,argS,-,6.1.1.19,ko:K01887,"ko00970,map00970","M00359,M00360",R03646,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d"
lcl|NZ_JALQDU010000002.1_cds_WP_008351853.1_159,1097668.BYI23_A001320,3.17e-62,191.0,"2E54A@1|root,32ZX9@2|Bacteria,1N8HJ@1224|Proteobacteria,2VVW9@28216|Betaproteobacteria,1K8C9@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF1840),-,-,-,-,-,-,-,-,-,-,-,-,DUF1840
lcl|NZ_JALQDU010000002.1_cds_WP_008351852.1_160,1071679.BG57_09235,1.17e-14,68.6,"2BU5K@1|root,32PEI@2|Bacteria,1PIWC@1224|Proteobacteria,2W7FQ@28216|Betaproteobacteria,1KEH8@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_JALQDU010000002.1_cds_WP_275445841.1_161,1458357.BG58_00485,0.0,1725.0,"COG1410@1|root,COG1410@2|Bacteria,1MV6G@1224|Proteobacteria,2VHYQ@28216|Betaproteobacteria,1K0HN@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Vitamin B12 dependent methionine synthase activation region,metH,-,2.1.1.13,ko:K00548,"ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230",M00017,"R00946,R09365","RC00035,RC00113,RC01241","ko00000,ko00001,ko00002,ko01000",-,-,-,"B12-binding,B12-binding_2,Met_synt_B12,Pterin_bind,S-methyl_trans"
lcl|NZ_JALQDU010000002.1_cds_WP_008351850.1_162,1097668.BYI23_A001360,8.96e-254,696.0,"COG0646@1|root,COG0646@2|Bacteria,1NPFY@1224|Proteobacteria,2VJ2K@28216|Betaproteobacteria,1JZMR@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Pfam Homocysteine S-methyltransferase,metHa,-,2.1.1.13,ko:K00548,"ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230",M00017,"R00946,R09365","RC00035,RC00113,RC01241","ko00000,ko00001,ko00002,ko01000",-,-,-,S-methyl_trans
lcl|NZ_JALQDU010000002.1_cds_WP_008351849.1_163,1458357.BG58_00495,3.09e-56,174.0,"2E6W9@1|root,331FT@2|Bacteria,1N6E1@1224|Proteobacteria,2VVIR@28216|Betaproteobacteria,1K8KB@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF3567),-,-,-,-,-,-,-,-,-,-,-,-,DUF3567
lcl|NZ_JALQDU010000002.1_cds_WP_008351848.1_164,1458357.BG58_00500,1.46e-167,470.0,"COG2021@1|root,COG2021@2|Bacteria,1QU84@1224|Proteobacteria,2VMA1@28216|Betaproteobacteria,1KGYE@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Ndr family,-,-,3.1.1.24,ko:K01055,"ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220",M00568,R02991,RC00825,"ko00000,ko00001,ko00002,ko01000",-,-,-,Abhydrolase_1
lcl|NZ_JALQDU010000002.1_cds_WP_250480228.1_165,1458357.BG58_00505,4.4e-204,574.0,"COG3170@1|root,COG3170@2|Bacteria,1MWZB@1224|Proteobacteria,2VNBQ@28216|Betaproteobacteria,1K1E4@119060|Burkholderiaceae",28216|Betaproteobacteria,NU,Protein of unknown function (DUF3108),-,-,-,-,-,-,-,-,-,-,-,-,DUF3108
lcl|NZ_JALQDU010000002.1_cds_WP_250438904.1_166,1458357.BG58_00510,1.4e-177,496.0,"COG1414@1|root,COG1414@2|Bacteria,1Q7BI@1224|Proteobacteria,2VK7Y@28216|Betaproteobacteria,1KFGN@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_IclR,IclR"
